Date,Open,High,Low,Close,Adj Close,Volume
5/1/2013,412.042053,412.772766,408.588593,410.625641,410.625641,2907000
5/2/2013,410.460449,417.692688,409.934937,415.220215,415.220215,4032500
5/3/2013,418.898895,423.823822,418.418427,423.283295,423.283295,5020100
5/6/2013,424.554565,431.356354,424.554565,431.206207,431.206207,4278300
5/7/2013,431.936951,432.367371,425.760773,429.044037,429.044037,3914000
5/8/2013,428.928925,437.37738,426.881897,437.252258,437.252258,4931600
5/9/2013,435.855865,440.270264,434.549561,436.176178,436.176178,4396700
5/10/2013,438.093079,440.710724,436.51651,440.555542,440.555542,3791600
5/13/2013,439.884888,441.676666,437.127136,439.204193,439.204193,2894100
5/14/2013,439.189178,444.789795,439.009003,443.993988,443.993988,3155400
